검색지역,검색키워드,제목,회사정보,근무조건,이미지URL,채용공고링크,수집일시
성북구·종로구,고양이,주 2회 집 청소 해주실 분 찾습니다,"이웃알바
·
형곡동
·
3일 전","건당 4만원
·
수, 토, 일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A3%BC-2%ED%9A%8C-%EC%A7%91-%EC%B2%AD%EC%86%8C-%ED%95%B4%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EC%B0%BE%EC%8A%B5%EB%8B%88%EB%8B%A4-gxsz7zn2fw5v/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,피규어 관리해주실 분 구합니다!,"이웃알바
·
용암동
·
4일 전","시급 2만원
·
월~일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%ED%94%BC%EA%B7%9C%EC%96%B4-%EA%B4%80%EB%A6%AC%ED%95%B4%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-xi9s1idxh4z7/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,"고양이 돌봄(3/27,28,29,30)","이웃알바
·
산본동
·
4일 전","건당 1만원
·
목~일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4-%EB%8F%8C%EB%B4%84-3-27-28-29-30-5g7t8yuods13/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,나비캣에서 함께 근무할 직원을 구합니다,"고양이 나비캣 강남점
·
논현동
·
4일 전","시급 1만 500원
·
월, 화, 수, 금, 토, 일
·
11:00~15:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EB%82%98%EB%B9%84%EC%BA%A3%EC%97%90%EC%84%9C-%ED%95%A8%EA%BB%98-%EA%B7%BC%EB%AC%B4%ED%95%A0-%EC%A7%81%EC%9B%90%EC%9D%84-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-w6muha5fkx98/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,아이돌봄 구해요,"이웃알바
·
태평동
·
4일 전","시급 1만 1,000원
·
토
·
09:00~21:00",이미지 없음,https://www.daangn.com/kr/jobs/%EC%95%84%EC%9D%B4%EB%8F%8C%EB%B4%84-%EA%B5%AC%ED%95%B4%EC%9A%94-e326u2jajzgy/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,펫도어 설치,"이웃알바
·
원평동
·
4일 전","건당 5만원
·
내일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%ED%8E%AB%EB%8F%84%EC%96%B4-%EC%84%A4%EC%B9%98-s5a3edajdugo/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,집 청소 및 간단한 청소 도와주실 분 찾습니다.,"이웃알바
·
동춘동
·
4일 전","건당 6만원
·
3월 11일
·
11:00~16:00",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A7%91-%EC%B2%AD%EC%86%8C-%EB%B0%8F-%EA%B0%84%EB%8B%A8%ED%95%9C-%EC%B2%AD%EC%86%8C-%EB%8F%84%EC%99%80%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EC%B0%BE%EC%8A%B5%EB%8B%88%EB%8B%A4-nb472mcoyym9/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,7개월 남아 아이돌봄 시터 풀타임 해주실분 구합니다,"이웃알바
·
철산동
·
5일 전","시급 1만 5,000원
·
월~금
·
08:00~19:00",이미지 없음,https://www.daangn.com/kr/jobs/7%EA%B0%9C%EC%9B%94-%EB%82%A8%EC%95%84-%EC%95%84%EC%9D%B4%EB%8F%8C%EB%B4%84-%EC%8B%9C%ED%84%B0-%ED%92%80%ED%83%80%EC%9E%84-%ED%95%B4%EC%A3%BC%EC%8B%A4%EB%B6%84-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-vgka3dqxw1bn/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,7개월아기 하원이후 돌봐주실 분 (엄마와 함께),"이웃알바
·
신봉동
·
6일 전","건당 1만 7,000원
·
월~금
·
16:30~20:30",이미지 없음,https://www.daangn.com/kr/jobs/7%EA%B0%9C%EC%9B%94%EC%95%84%EA%B8%B0-%ED%95%98%EC%9B%90%EC%9D%B4%ED%9B%84-%EB%8F%8C%EB%B4%90%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EC%97%84%EB%A7%88%EC%99%80-%ED%95%A8%EA%BB%98-azk75hbu21e6/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,오피스텔 벽지 새로 도배하기,"이웃알바
·
전포동
·
7일 전","건당 20만원
·
월~일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%98%A4%ED%94%BC%EC%8A%A4%ED%85%94-%EB%B2%BD%EC%A7%80-%EC%83%88%EB%A1%9C-%EB%8F%84%EB%B0%B0%ED%95%98%EA%B8%B0-9zm2fyv489cj/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,피규어 관리 구인,"이웃알바
·
용암동
·
8일 전","시급 2만원
·
월~금
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%ED%94%BC%EA%B7%9C%EC%96%B4-%EA%B4%80%EB%A6%AC-%EA%B5%AC%EC%9D%B8-y5z8rdhmjhza/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,11살여자아이 저녁식사챙겨주실분,"이웃알바
·
능동
·
14일 전","건당 1만 3,000원
·
수~목
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/11%EC%82%B4%EC%97%AC%EC%9E%90%EC%95%84%EC%9D%B4-%EC%A0%80%EB%85%81%EC%8B%9D%EC%82%AC%EC%B1%99%EA%B2%A8%EC%A3%BC%EC%8B%A4%EB%B6%84-atsk6v8m62gg/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,초등5학년 영어과외선생님 모십니다,"이웃알바
·
석우동
·
16일 전","건당 3만 5,000원
·
월, 수
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%B4%88%EB%93%B15%ED%95%99%EB%85%84-%EC%98%81%EC%96%B4%EA%B3%BC%EC%99%B8%EC%84%A0%EC%83%9D%EB%8B%98-%EB%AA%A8%EC%8B%AD%EB%8B%88%EB%8B%A4-xxaq7k9ne7zu/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,에어컨 설치&분해청소,"이웃알바
·
도당동
·
16일 전","건당 1,111원
·
2월 23일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%97%90%EC%96%B4%EC%BB%A8-%EC%84%A4%EC%B9%98-%EB%B6%84%ED%95%B4%EC%B2%AD%EC%86%8C-8b2o9rzxnnm8/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,"고양이 돌봄(사료주기,배변처리)","제주웨이브서핑
·
구좌읍
·
22일 전","월급 20만원
·
월~일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4-%EB%8F%8C%EB%B4%84-%EC%82%AC%EB%A3%8C%EC%A3%BC%EA%B8%B0-%EB%B0%B0%EB%B3%80%EC%B2%98%EB%A6%AC-8h9bwy4y1p52/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,화/목 오후 유아 돌봄 선생님 구합니다,"이웃알바
·
초월읍
·
1개월 전","시급 1만 2,000원
·
화, 목
·
12:00~18:00",이미지 없음,https://www.daangn.com/kr/jobs/%ED%99%94-%EB%AA%A9-%EC%98%A4%ED%9B%84-%EC%9C%A0%EC%95%84-%EB%8F%8C%EB%B4%84-%EC%84%A0%EC%83%9D%EB%8B%98-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-1duzrp68hbg9/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,고양이배식 / 1시간가량소요 / 마곡동,"이웃알바
·
마곡동
·
3개월 전","건당 2만 5,000원
·
월, 토, 일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4%EB%B0%B0%EC%8B%9D-1%EC%8B%9C%EA%B0%84%EA%B0%80%EB%9F%89%EC%86%8C%EC%9A%94-%EB%A7%88%EA%B3%A1%EB%8F%99-ysp7t4jczoak/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,등하원도우미 구합니다,"이웃알바
·
권선동
·
1개월 전","시급 1만 3,000원
·
월~금
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EB%93%B1%ED%95%98%EC%9B%90%EB%8F%84%EC%9A%B0%EB%AF%B8-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-itcowc8983s7/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,고양이 돌봐주실 분 구합니다 !,"이웃알바
·
복대동
·
1개월 전","건당 1만 9,000원
·
월~금
·
14:00~17:00",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4-%EB%8F%8C%EB%B4%90%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-42jz3avp1jmd/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,논현동 가정집 반려동물 돌봄 (일요일),"이웃알바
·
논현동
·
1개월 전","건당 18만원
·
일
·
07:00~16:30",이미지 없음,https://www.daangn.com/kr/jobs/%EB%85%BC%ED%98%84%EB%8F%99-%EA%B0%80%EC%A0%95%EC%A7%91-%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC-%EB%8F%8C%EB%B4%84-%EC%9D%BC%EC%9A%94%EC%9D%BC-aaywwyak1wxb/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
성북구·종로구,고양이,논현동 가정집 반려동물 돌봄 (평일/주말),"이웃알바
·
논현동
·
2개월 전","건당 18만원
·
일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EB%85%BC%ED%98%84%EB%8F%99-%EA%B0%80%EC%A0%95%EC%A7%91-%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC-%EB%8F%8C%EB%B4%84-%ED%8F%89%EC%9D%BC-%EC%A3%BC%EB%A7%90-94k1qe4cjmq7/?in=%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EB%A1%9C%EA%B5%AC-12411,2025-02-17 15:33:41
양천구,강아지,강아지와 함께 있어주세요,"이웃알바
·
신월동
·
3일 전","건당 2만원
·
화
·
09:00~18:00 협의",https://img.kr.gcp-karroter.net/jobs/article/34338632/1739506299945/1094602489.jpeg?q=95&s=1440x1440&t=inside,https://www.daangn.com/kr/jobs/%EA%B0%95%EC%95%84%EC%A7%80%EC%99%80-%ED%95%A8%EA%BB%98-%EC%9E%88%EC%96%B4%EC%A3%BC%EC%84%B8%EC%9A%94-incijzpc9pdt/?in=%EC%96%91%EC%B2%9C%EA%B5%AC-238,2025-02-17 15:33:42
양천구,강아지,펫시터 단기 알바 구합니다!,"이웃알바
·
신정동
·
16일 전","시급 1만 3,000원
·
총 6일 / 2월 24일~3월 1일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%ED%8E%AB%EC%8B%9C%ED%84%B0-%EB%8B%A8%EA%B8%B0-%EC%95%8C%EB%B0%94-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-bofrxgzfqnjq/?in=%EC%96%91%EC%B2%9C%EA%B5%AC-238,2025-02-17 15:33:42
영등포구,강아지,강아지 산책시켜주실 분 구해요,"이웃알바
·
당산동3가
·
9일 전","건당 2만원
·
월, 수, 금
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B0%95%EC%95%84%EC%A7%80-%EC%82%B0%EC%B1%85%EC%8B%9C%EC%BC%9C%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EA%B5%AC%ED%95%B4%EC%9A%94-ih2xypixngg3/?in=%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC-305,2025-02-17 15:33:53
영등포구,강아지,새끼강아지 돌봐주실분!! 펫시터 구함,"이웃알바
·
영등포동1가
·
16일 전","시급 1만 5,000원
·
월~금
·
12:00~18:00",https://img.kr.gcp-karroter.net/jobs/article/21985097/1738405227595/job-post-1059947136.jpeg?q=95&s=1440x1440&t=inside,https://www.daangn.com/kr/jobs/%EC%83%88%EB%81%BC%EA%B0%95%EC%95%84%EC%A7%80-%EB%8F%8C%EB%B4%90%EC%A3%BC%EC%8B%A4%EB%B6%84-%ED%8E%AB%EC%8B%9C%ED%84%B0-%EA%B5%AC%ED%95%A8-hhjqg7yu3kj2/?in=%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC-305,2025-02-17 15:33:53
영등포구,강아지,집안일 도와주실분 구합니다.,"이웃알바
·
여의도동
·
14일 전","시급 1만 5,000원
·
월, 화, 목, 금
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A7%91%EC%95%88%EC%9D%BC-%EB%8F%84%EC%99%80%EC%A3%BC%EC%8B%A4%EB%B6%84-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-bm4n94f16deu/?in=%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC-305,2025-02-17 15:33:53
용산구,강아지,베이비시터 구합니다.,"이웃알바
·
한남동
·
5일 전","월급 380만원
·
총 7일 / 2월 12~18일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EB%B2%A0%EC%9D%B4%EB%B9%84%EC%8B%9C%ED%84%B0-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-1ftpqozykvh2/?in=%EC%9A%A9%EC%82%B0%EA%B5%AC-36,2025-02-17 15:34:04
용산구,강아지,약 60일차 남아 돌봐주실 시터님 구합니다!,"이웃알바
·
원효로1가
·
9일 전","시급 1만 5,000원
·
월~금
·
08:30~16:30",https://img.kr.gcp-karroter.net/jobs/article/9677112/1739099760551/job-post-3623551546.jpeg?q=95&s=1440x1440&t=inside,https://www.daangn.com/kr/jobs/%EC%95%BD-60%EC%9D%BC%EC%B0%A8-%EB%82%A8%EC%95%84-%EB%8F%8C%EB%B4%90%EC%A3%BC%EC%8B%A4-%EC%8B%9C%ED%84%B0%EB%8B%98-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-xwz33z5g2kmt/?in=%EC%9A%A9%EC%82%B0%EA%B5%AC-36,2025-02-17 15:34:04
중구-성동구,강아지,강아지 산책 도와주실 분을 찾고 있어요!!,"이웃알바
·
역곡동
·
1시간 전","건당 1만 2,000원
·
월~금
·
09:00~18:00 협의",https://img.kr.gcp-karroter.net/jobs/article/85136340/1735567190192/job-post-770352170.jpeg?q=95&s=1440x1440&t=inside,https://www.daangn.com/kr/jobs/%EA%B0%95%EC%95%84%EC%A7%80-%EC%82%B0%EC%B1%85-%EB%8F%84%EC%99%80%EC%A3%BC%EC%8B%A4-%EB%B6%84%EC%9D%84-%EC%B0%BE%EA%B3%A0-%EC%9E%88%EC%96%B4%EC%9A%94-wucue2a8juub/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,강아지 산책 구해용,"이웃알바
·
외동
·
2시간 전","시급 1만 30원
·
오늘
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B0%95%EC%95%84%EC%A7%80-%EC%82%B0%EC%B1%85-%EA%B5%AC%ED%95%B4%EC%9A%A9-3ocyqxcivjqt/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,강아지 산책,"이웃알바
·
근덕면
·
11분 전","건당 1만원
·
내일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B0%95%EC%95%84%EC%A7%80-%EC%82%B0%EC%B1%85-mrczk1gz9omo/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,강아지 산책,"이웃알바
·
강화읍
·
11분 전","건당 1만원
·
내일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B0%95%EC%95%84%EC%A7%80-%EC%82%B0%EC%B1%85-ivea9136ctf6/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,"(대야동)일주일 어르신 화,목 돌봐주실분 구해요","이웃알바
·
대야동
·
2분 전","시급 1만 2,700원
·
화, 목
·
13:00~15:00",이미지 없음,https://www.daangn.com/kr/jobs/%EB%8C%80%EC%95%BC%EB%8F%99-%EC%9D%BC%EC%A3%BC%EC%9D%BC-%EC%96%B4%EB%A5%B4%EC%8B%A0-%ED%99%94-%EB%AA%A9-%EB%8F%8C%EB%B4%90%EC%A3%BC%EC%8B%A4%EB%B6%84-%EA%B5%AC%ED%95%B4%EC%9A%94-toe48489w6c4/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,반려동물 케어 및 산책,"이웃알바
·
성남동
·
6분 전","건당 1만 7,000원
·
오늘
·
16:00~18:00",이미지 없음,https://www.daangn.com/kr/jobs/%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC-%EC%BC%80%EC%96%B4-%EB%B0%8F-%EC%82%B0%EC%B1%85-cmuv1xma2ks1/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,중대형견 산책,"이웃알바
·
화곡동
·
25분 전","건당 1만 1,000원
·
오늘
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A4%91%EB%8C%80%ED%98%95%EA%B2%AC-%EC%82%B0%EC%B1%85-q9ffva3g9hz2/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,반려견 방문돌봄,"이웃알바
·
인계동
·
33분 전","건당 2만원
·
오늘
·
16:00~17:30",이미지 없음,https://www.daangn.com/kr/jobs/%EB%B0%98%EB%A0%A4%EA%B2%AC-%EB%B0%A9%EB%AC%B8%EB%8F%8C%EB%B4%84-d6ierxy6c3j6/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,9개월 말티푸 펫시터 구합니다! (2/21~2/24),"이웃알바
·
청라동
·
1시간 전","건당 2만원
·
총 7일 / 오늘~2월 23일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/9%EA%B0%9C%EC%9B%94-%EB%A7%90%ED%8B%B0%ED%91%B8-%ED%8E%AB%EC%8B%9C%ED%84%B0-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-2-21-2-24-7sumvyrng9m6/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,강아지 산책 알바 구합니다(아침7시),"이웃알바
·
세류동
·
3시간 전","건당 1만 5,000원
·
월~수
·
07:00~08:00",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B0%95%EC%95%84%EC%A7%80-%EC%82%B0%EC%B1%85-%EC%95%8C%EB%B0%94-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-%EC%95%84%EC%B9%A87%EC%8B%9C-zfmcy93hmxeb/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,실종견 인쇄물 배포,"이웃알바
·
계수동
·
2시간 전","건당 2만 5,000원
·
총 7일 / 오늘~2월 23일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%8B%A4%EC%A2%85%EA%B2%AC-%EC%9D%B8%EC%87%84%EB%AC%BC-%EB%B0%B0%ED%8F%AC-6x49qu6bmhkt/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,이삿짐 싸는거 도와주실분 오전두시간,"이웃알바
·
강정동
·
2시간 전","건당 2만 5,000원
·
내일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%9D%B4%EC%82%BF%EC%A7%90-%EC%8B%B8%EB%8A%94%EA%B1%B0-%EB%8F%84%EC%99%80%EC%A3%BC%EC%8B%A4%EB%B6%84-%EC%98%A4%EC%A0%84%EB%91%90%EC%8B%9C%EA%B0%84-e12b7ubqb3ub/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,강아지 급식. 산책 알바 구해요,"이웃알바
·
하남동
·
4시간 전","건당 1만원
·
총 7일 / 오늘~2월 23일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B0%95%EC%95%84%EC%A7%80-%EA%B8%89%EC%8B%9D-%EC%82%B0%EC%B1%85-%EC%95%8C%EB%B0%94-%EA%B5%AC%ED%95%B4%EC%9A%94-97kqc3ogu68z/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,강아지 산책,"이웃알바
·
용담2동
·
5시간 전","건당 1만원
·
총 2일 / 2월 19~20일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B0%95%EC%95%84%EC%A7%80-%EC%82%B0%EC%B1%85-rks8j9qk7stj/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,주1회 50평대 청소(2시간),"이웃알바
·
하왕십리동
·
3시간 전","건당 5만원
·
월~금
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A3%BC1%ED%9A%8C-50%ED%8F%89%EB%8C%80-%EC%B2%AD%EC%86%8C-2%EC%8B%9C%EA%B0%84-njt76t1g5jsa/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
중구-성동구,강아지,대형견 산책시켜주실분?,"이웃알바
·
정자동
·
4시간 전","건당 2만원
·
총 7일 / 오늘~2월 23일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EB%8C%80%ED%98%95%EA%B2%AC-%EC%82%B0%EC%B1%85%EC%8B%9C%EC%BC%9C%EC%A3%BC%EC%8B%A4%EB%B6%84-q7bfqesbh1m6/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:02
