검색지역,검색키워드,제목,회사정보,근무조건,이미지URL,채용공고링크,수집일시
중구-성동구,고양이,고양이 시터 구합니다,"이웃알바
·
용암동
·
1시간 전","건당 3만원
·
총 7일 / 오늘~2월 23일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4-%EC%8B%9C%ED%84%B0-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-jt3yvijqprkv/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,고양이 케이지에 넣는거 도와주실 분,"이웃알바
·
연남동
·
6분 전","건당 1만원
·
내일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4-%EC%BC%80%EC%9D%B4%EC%A7%80%EC%97%90-%EB%84%A3%EB%8A%94%EA%B1%B0-%EB%8F%84%EC%99%80%EC%A3%BC%EC%8B%A4-%EB%B6%84-1ecj799ar4y3/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,"고양이 잠깐 맡아주실 분(전민동 삼성푸른, 세종아파트)","이웃알바
·
전민동
·
2시간 전","건당 1만원
·
3월 19일
·
09:00~18:00 협의",https://img.kr.gcp-karroter.net/jobs/article/1220450/1739765635242/1027743708.jpeg?q=95&s=1440x1440&t=inside,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4-%EC%9E%A0%EA%B9%90-%EB%A7%A1%EC%95%84%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EC%A0%84%EB%AF%BC%EB%8F%99-%EC%82%BC%EC%84%B1%ED%91%B8%EB%A5%B8-%EC%84%B8%EC%A2%85%EC%95%84%ED%8C%8C%ED%8A%B8-2k9kmfzkg99s/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,이삿짐 싸는거 도와주실분 오전두시간,"이웃알바
·
강정동
·
2시간 전","건당 2만 5,000원
·
내일
·
09:00~18:00 협의",https://img.kr.gcp-karroter.net/jobs/article/22594025/1739765614877/3834564733.jpeg?q=95&s=1440x1440&t=inside,https://www.daangn.com/kr/jobs/%EC%9D%B4%EC%82%BF%EC%A7%90-%EC%8B%B8%EB%8A%94%EA%B1%B0-%EB%8F%84%EC%99%80%EC%A3%BC%EC%8B%A4%EB%B6%84-%EC%98%A4%EC%A0%84%EB%91%90%EC%8B%9C%EA%B0%84-e12b7ubqb3ub/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,집 청소 해주실분 찾아요,"이웃알바
·
세류동
·
3시간 전","건당 7만원
·
오늘
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A7%91-%EC%B2%AD%EC%86%8C-%ED%95%B4%EC%A3%BC%EC%8B%A4%EB%B6%84-%EC%B0%BE%EC%95%84%EC%9A%94-zzui3g1n7n24/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,7세 여아 등원 도움 주실 분 모십니다 :),"이웃알바
·
노량진동
·
5시간 전","건당 1만 3,000원
·
월~금
·
08:00~09:00",이미지 없음,https://www.daangn.com/kr/jobs/7%EC%84%B8-%EC%97%AC%EC%95%84-%EB%93%B1%EC%9B%90-%EB%8F%84%EC%9B%80-%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EB%AA%A8%EC%8B%AD%EB%8B%88%EB%8B%A4-hd7aqrhxcjnc/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,무마취고양이미용 멜로우캣살롱에서 보조선생님을 모집합니다,"멜로우캣살롱
·
좌동
·
1일 전","건당 1만 2,000원
·
월~일
·
10:00~16:30 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EB%AC%B4%EB%A7%88%EC%B7%A8%EA%B3%A0%EC%96%91%EC%9D%B4%EB%AF%B8%EC%9A%A9-%EB%A9%9C%EB%A1%9C%EC%9A%B0%EC%BA%A3%EC%82%B4%EB%A1%B1%EC%97%90%EC%84%9C-%EB%B3%B4%EC%A1%B0%EC%84%A0%EC%83%9D%EB%8B%98%EC%9D%84-%EB%AA%A8%EC%A7%91%ED%95%A9%EB%8B%88%EB%8B%A4-mtcb2rx4x5bn/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,브랜드 Glossy 물류/생산보조 파트타이머 구인공고,"시선(SEE-SUN)
·
독산동
·
18시간 전","시급 1만 1,000원
·
월~금
·
13:00~18:30",이미지 없음,https://www.daangn.com/kr/jobs/%EB%B8%8C%EB%9E%9C%EB%93%9C-glossy-%EB%AC%BC%EB%A5%98-%EC%83%9D%EC%82%B0%EB%B3%B4%EC%A1%B0-%ED%8C%8C%ED%8A%B8%ED%83%80%EC%9D%B4%EB%A8%B8-%EA%B5%AC%EC%9D%B8%EA%B3%B5%EA%B3%A0-hj89s1n5otfa/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,[단기] 브랜드 Glossy 물류 파트타이머 구인공고,"시선(SEE-SUN)
·
독산동
·
18시간 전","시급 1만 1,000원
·
총 5일 / 오늘~2월 21일
·
13:00~18:30",이미지 없음,https://www.daangn.com/kr/jobs/%EB%8B%A8%EA%B8%B0-%EB%B8%8C%EB%9E%9C%EB%93%9C-glossy-%EB%AC%BC%EB%A5%98-%ED%8C%8C%ED%8A%B8%ED%83%80%EC%9D%B4%EB%A8%B8-%EA%B5%AC%EC%9D%B8%EA%B3%B5%EA%B3%A0-2jgxcv5xr87k/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,"주5일, 20개월 여아 하원 도우미","이웃알바
·
정자동
·
21시간 전","시급 1만 3,000원
·
월~금
·
16:00~20:30",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A3%BC5%EC%9D%BC-20%EA%B0%9C%EC%9B%94-%EC%97%AC%EC%95%84-%ED%95%98%EC%9B%90-%EB%8F%84%EC%9A%B0%EB%AF%B8-kwmiv8jhrsbs/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,순한 고양이 3마리 돌봄알바 하실분,"이웃알바
·
내당동
·
1일 전","건당 1만원
·
화, 금, 일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%88%9C%ED%95%9C-%EA%B3%A0%EC%96%91%EC%9D%B4-3%EB%A7%88%EB%A6%AC-%EB%8F%8C%EB%B4%84%EC%95%8C%EB%B0%94-%ED%95%98%EC%8B%A4%EB%B6%84-ko66mnf8ojf9/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,고양이 사랑으로 돌봄 가능하신분 구합니다,"이웃알바
·
당하동
·
1일 전","건당 30만원
·
월~일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4-%EC%82%AC%EB%9E%91%EC%9C%BC%EB%A1%9C-%EB%8F%8C%EB%B4%84-%EA%B0%80%EB%8A%A5%ED%95%98%EC%8B%A0%EB%B6%84-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-iw89twrow261/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,오프라인 매장 관리 판매 파트타임 모집,"무릎냥이 동동이네
·
진영읍
·
1일 전","시급 1만 30원
·
월~토
·
10:00~13:00",이미지 없음,https://www.daangn.com/kr/jobs/%EC%98%A4%ED%94%84%EB%9D%BC%EC%9D%B8-%EB%A7%A4%EC%9E%A5-%EA%B4%80%EB%A6%AC-%ED%8C%90%EB%A7%A4-%ED%8C%8C%ED%8A%B8%ED%83%80%EC%9E%84-%EB%AA%A8%EC%A7%91-onwivdbt1zdz/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,"주5일, 20개월 여아 하원도우미 구합니다.","이웃알바
·
정자동
·
1일 전","시급 1만 3,000원
·
월~금
·
16:00~20:30",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A3%BC5%EC%9D%BC-20%EA%B0%9C%EC%9B%94-%EC%97%AC%EC%95%84-%ED%95%98%EC%9B%90%EB%8F%84%EC%9A%B0%EB%AF%B8-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-bg6ems95j9ko/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,주얼리 포장/ 각인 알바 월화 추가 채용해요,"주식회사 카와이
·
번동
·
2일 전","시급 1만 30원
·
월~화
·
12:00~16:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A3%BC%EC%96%BC%EB%A6%AC-%ED%8F%AC%EC%9E%A5-%EA%B0%81%EC%9D%B8-%EC%95%8C%EB%B0%94-%EC%9B%94%ED%99%94-%EC%B6%94%EA%B0%80-%EC%B1%84%EC%9A%A9%ED%95%B4%EC%9A%94-5ybtjrgzubqy/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,"베르데카페 목, 금 알바 구합니다.","베르데카페
·
태인면
·
2일 전","시급 1만 1,000원
·
목~금
·
11:30~21:00",이미지 없음,https://www.daangn.com/kr/jobs/%EB%B2%A0%EB%A5%B4%EB%8D%B0%EC%B9%B4%ED%8E%98-%EB%AA%A9-%EA%B8%88-%EC%95%8C%EB%B0%94-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-jhmqkptuvzqn/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,이자카야고양이에서 주방. 홀직원분 모십니다.,"이자카야고양이
·
삼천동1가
·
11일 전","월급 280만원
·
월~토
·
17:00~03:00",이미지 없음,https://www.daangn.com/kr/jobs/%EC%9D%B4%EC%9E%90%EC%B9%B4%EC%95%BC%EA%B3%A0%EC%96%91%EC%9D%B4%EC%97%90%EC%84%9C-%EC%A3%BC%EB%B0%A9-%ED%99%80%EC%A7%81%EC%9B%90%EB%B6%84-%EB%AA%A8%EC%8B%AD%EB%8B%88%EB%8B%A4-k89e4dgmz2sm/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,20개월 여아 하원도우미 구합니다,"이웃알바
·
정자동
·
2일 전","시급 1만 3,000원
·
월~금
·
16:00~20:30",이미지 없음,https://www.daangn.com/kr/jobs/20%EA%B0%9C%EC%9B%94-%EC%97%AC%EC%95%84-%ED%95%98%EC%9B%90%EB%8F%84%EC%9A%B0%EB%AF%B8-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-myh6uwvmqk2k/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,"주5일, 20개월 여아 하원 도우미","이웃알바
·
정자동
·
2일 전","시급 1만 3,000원
·
월~금
·
16:00~20:30",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A3%BC5%EC%9D%BC-20%EA%B0%9C%EC%9B%94-%EC%97%AC%EC%95%84-%ED%95%98%EC%9B%90-%EB%8F%84%EC%9A%B0%EB%AF%B8-u5bfuw5f865d/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,주 2회 집 청소 해주실 분 찾습니다,"이웃알바
·
형곡동
·
3일 전","건당 4만원
·
수, 토, 일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A3%BC-2%ED%9A%8C-%EC%A7%91-%EC%B2%AD%EC%86%8C-%ED%95%B4%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EC%B0%BE%EC%8A%B5%EB%8B%88%EB%8B%A4-gxsz7zn2fw5v/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,피규어 관리해주실 분 구합니다!,"이웃알바
·
용암동
·
4일 전","시급 2만원
·
월~일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%ED%94%BC%EA%B7%9C%EC%96%B4-%EA%B4%80%EB%A6%AC%ED%95%B4%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-xi9s1idxh4z7/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,"고양이 돌봄(3/27,28,29,30)","이웃알바
·
산본동
·
4일 전","건당 1만원
·
목~일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4-%EB%8F%8C%EB%B4%84-3-27-28-29-30-5g7t8yuods13/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,나비캣에서 함께 근무할 직원을 구합니다,"고양이 나비캣 강남점
·
논현동
·
4일 전","시급 1만 500원
·
월, 화, 수, 금, 토, 일
·
11:00~15:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EB%82%98%EB%B9%84%EC%BA%A3%EC%97%90%EC%84%9C-%ED%95%A8%EA%BB%98-%EA%B7%BC%EB%AC%B4%ED%95%A0-%EC%A7%81%EC%9B%90%EC%9D%84-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-w6muha5fkx98/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,아이돌봄 구해요,"이웃알바
·
태평동
·
4일 전","시급 1만 1,000원
·
토
·
09:00~21:00",이미지 없음,https://www.daangn.com/kr/jobs/%EC%95%84%EC%9D%B4%EB%8F%8C%EB%B4%84-%EA%B5%AC%ED%95%B4%EC%9A%94-e326u2jajzgy/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,펫도어 설치,"이웃알바
·
원평동
·
4일 전","건당 5만원
·
내일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%ED%8E%AB%EB%8F%84%EC%96%B4-%EC%84%A4%EC%B9%98-s5a3edajdugo/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,집 청소 및 간단한 청소 도와주실 분 찾습니다.,"이웃알바
·
동춘동
·
4일 전","건당 6만원
·
3월 11일
·
11:00~16:00",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A7%91-%EC%B2%AD%EC%86%8C-%EB%B0%8F-%EA%B0%84%EB%8B%A8%ED%95%9C-%EC%B2%AD%EC%86%8C-%EB%8F%84%EC%99%80%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EC%B0%BE%EC%8A%B5%EB%8B%88%EB%8B%A4-nb472mcoyym9/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,7개월 남아 아이돌봄 시터 풀타임 해주실분 구합니다,"이웃알바
·
철산동
·
5일 전","시급 1만 5,000원
·
월~금
·
08:00~19:00",이미지 없음,https://www.daangn.com/kr/jobs/7%EA%B0%9C%EC%9B%94-%EB%82%A8%EC%95%84-%EC%95%84%EC%9D%B4%EB%8F%8C%EB%B4%84-%EC%8B%9C%ED%84%B0-%ED%92%80%ED%83%80%EC%9E%84-%ED%95%B4%EC%A3%BC%EC%8B%A4%EB%B6%84-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-vgka3dqxw1bn/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,7개월아기 하원이후 돌봐주실 분 (엄마와 함께),"이웃알바
·
신봉동
·
6일 전","건당 1만 7,000원
·
월~금
·
16:30~20:30",이미지 없음,https://www.daangn.com/kr/jobs/7%EA%B0%9C%EC%9B%94%EC%95%84%EA%B8%B0-%ED%95%98%EC%9B%90%EC%9D%B4%ED%9B%84-%EB%8F%8C%EB%B4%90%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EC%97%84%EB%A7%88%EC%99%80-%ED%95%A8%EA%BB%98-azk75hbu21e6/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,오피스텔 벽지 새로 도배하기,"이웃알바
·
전포동
·
7일 전","건당 20만원
·
월~일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%98%A4%ED%94%BC%EC%8A%A4%ED%85%94-%EB%B2%BD%EC%A7%80-%EC%83%88%EB%A1%9C-%EB%8F%84%EB%B0%B0%ED%95%98%EA%B8%B0-9zm2fyv489cj/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,피규어 관리 구인,"이웃알바
·
용암동
·
8일 전","시급 2만원
·
월~금
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%ED%94%BC%EA%B7%9C%EC%96%B4-%EA%B4%80%EB%A6%AC-%EA%B5%AC%EC%9D%B8-y5z8rdhmjhza/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,11살여자아이 저녁식사챙겨주실분,"이웃알바
·
능동
·
14일 전","건당 1만 3,000원
·
수~목
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/11%EC%82%B4%EC%97%AC%EC%9E%90%EC%95%84%EC%9D%B4-%EC%A0%80%EB%85%81%EC%8B%9D%EC%82%AC%EC%B1%99%EA%B2%A8%EC%A3%BC%EC%8B%A4%EB%B6%84-atsk6v8m62gg/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,초등5학년 영어과외선생님 모십니다,"이웃알바
·
석우동
·
16일 전","건당 3만 5,000원
·
월, 수
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%B4%88%EB%93%B15%ED%95%99%EB%85%84-%EC%98%81%EC%96%B4%EA%B3%BC%EC%99%B8%EC%84%A0%EC%83%9D%EB%8B%98-%EB%AA%A8%EC%8B%AD%EB%8B%88%EB%8B%A4-xxaq7k9ne7zu/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,에어컨 설치&분해청소,"이웃알바
·
도당동
·
16일 전","건당 1,111원
·
2월 23일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%97%90%EC%96%B4%EC%BB%A8-%EC%84%A4%EC%B9%98-%EB%B6%84%ED%95%B4%EC%B2%AD%EC%86%8C-8b2o9rzxnnm8/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:05
중구-성동구,고양이,"고양이 돌봄(사료주기,배변처리)","제주웨이브서핑
·
구좌읍
·
22일 전","월급 20만원
·
월~일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4-%EB%8F%8C%EB%B4%84-%EC%82%AC%EB%A3%8C%EC%A3%BC%EA%B8%B0-%EB%B0%B0%EB%B3%80%EC%B2%98%EB%A6%AC-8h9bwy4y1p52/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:06
중구-성동구,고양이,화/목 오후 유아 돌봄 선생님 구합니다,"이웃알바
·
초월읍
·
1개월 전","시급 1만 2,000원
·
화, 목
·
12:00~18:00",이미지 없음,https://www.daangn.com/kr/jobs/%ED%99%94-%EB%AA%A9-%EC%98%A4%ED%9B%84-%EC%9C%A0%EC%95%84-%EB%8F%8C%EB%B4%84-%EC%84%A0%EC%83%9D%EB%8B%98-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-1duzrp68hbg9/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:06
중구-성동구,고양이,고양이배식 / 1시간가량소요 / 마곡동,"이웃알바
·
마곡동
·
3개월 전","건당 2만 5,000원
·
월, 토, 일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4%EB%B0%B0%EC%8B%9D-1%EC%8B%9C%EA%B0%84%EA%B0%80%EB%9F%89%EC%86%8C%EC%9A%94-%EB%A7%88%EA%B3%A1%EB%8F%99-ysp7t4jczoak/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:06
중구-성동구,고양이,등하원도우미 구합니다,"이웃알바
·
권선동
·
1개월 전","시급 1만 3,000원
·
월~금
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EB%93%B1%ED%95%98%EC%9B%90%EB%8F%84%EC%9A%B0%EB%AF%B8-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-itcowc8983s7/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:06
중구-성동구,고양이,고양이 돌봐주실 분 구합니다 !,"이웃알바
·
복대동
·
1개월 전","건당 1만 9,000원
·
월~금
·
14:00~17:00",이미지 없음,https://www.daangn.com/kr/jobs/%EA%B3%A0%EC%96%91%EC%9D%B4-%EB%8F%8C%EB%B4%90%EC%A3%BC%EC%8B%A4-%EB%B6%84-%EA%B5%AC%ED%95%A9%EB%8B%88%EB%8B%A4-42jz3avp1jmd/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:06
중구-성동구,고양이,논현동 가정집 반려동물 돌봄 (일요일),"이웃알바
·
논현동
·
1개월 전","건당 18만원
·
일
·
07:00~16:30",이미지 없음,https://www.daangn.com/kr/jobs/%EB%85%BC%ED%98%84%EB%8F%99-%EA%B0%80%EC%A0%95%EC%A7%91-%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC-%EB%8F%8C%EB%B4%84-%EC%9D%BC%EC%9A%94%EC%9D%BC-aaywwyak1wxb/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:06
중구-성동구,고양이,논현동 가정집 반려동물 돌봄 (평일/주말),"이웃알바
·
논현동
·
2개월 전","건당 18만원
·
일
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EB%85%BC%ED%98%84%EB%8F%99-%EA%B0%80%EC%A0%95%EC%A7%91-%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC-%EB%8F%8C%EB%B4%84-%ED%8F%89%EC%9D%BC-%EC%A3%BC%EB%A7%90-94k1qe4cjmq7/?in=%EC%A4%91%EA%B5%AC-%EC%84%B1%EB%8F%99%EA%B5%AC-4172,2025-02-17 15:35:06
중랑구,강아지,강아지랑 산책 가능하신분~,"이웃알바
·
면목동
·
1개월 전","시급 1만 30원
·
월~금
·
09:00~18:00 협의",https://dnvefa72aowie.cloudfront.net/origin/article/202303/605c69f9958e7e9cb466a61f38e00eddafba3dc3255e33f07cec50e6f14ba7b6.webp?q=95&s=1440x1440&t=inside,https://www.daangn.com/kr/jobs/%EA%B0%95%EC%95%84%EC%A7%80%EB%9E%91-%EC%82%B0%EC%B1%85-%EA%B0%80%EB%8A%A5%ED%95%98%EC%8B%A0%EB%B6%84-z32iqp4j8vob/?in=%EC%A4%91%EB%9E%91%EA%B5%AC-102,2025-02-17 15:35:07
중랑구,강아지,집청소해주실분(오늘가능),"이웃알바
·
중화동
·
2개월 전","시급 1만 2,000원
·
월~금
·
09:00~18:00 협의",이미지 없음,https://www.daangn.com/kr/jobs/%EC%A7%91%EC%B2%AD%EC%86%8C%ED%95%B4%EC%A3%BC%EC%8B%A4%EB%B6%84-%EC%98%A4%EB%8A%98%EA%B0%80%EB%8A%A5-qv8cojvgcgm6/?in=%EC%A4%91%EB%9E%91%EA%B5%AC-102,2025-02-17 15:35:07
